18 56,217 79,217 71,259 92,259
27 81,217 105,216 94,259 116,259
14 107,216 131,215 118,259 140,259
8 142,215 167,214 151,259 174,258
0 169,214 195,213 176,258 200,258
9 197,213 223,213 202,258 226,258
6 226,212 252,212 229,258 253,258
plate 47,198 260,191 72,270 260,269
13 297,437 313,435 311,466 326,465
19 315,435 332,434 328,465 344,465
22 334,434 352,432 346,465 363,465
2 361,432 381,430 371,465 390,464
0 384,430 406,428 392,464 413,464
9 409,428 433,426 415,464 437,463
3 436,426 463,423 440,463 464,463
plate 290,425 470,406 313,472 471,471
