30 336,385 344,385 339,401 347,401
25 345,385 354,384 348,401 356,401
18 354,384 363,384 356,401 365,400
6 367,384 377,383 369,400 378,400
3 378,383 386,383 379,400 387,400
4 387,383 398,383 388,400 398,400
6 399,383 408,382 399,400 408,400
plate 333,378 411,374 339,405 412,405
29 36,108 68,113 26,184 60,185
23 71,113 100,117 64,185 94,186
25 102,118 129,121 96,186 124,187
7 140,123 164,126 136,188 161,189
3 167,126 188,129 164,189 186,190
9 190,130 210,132 188,190 209,190
8 212,133 231,135 211,191 231,191
plate 36,79 236,115 19,206 236,207
