14 73,405 87,403 88,428 102,427
16 89,403 104,401 103,427 118,427
22 106,401 124,398 120,427 137,426
8 132,397 154,395 145,426 165,426
2 156,394 182,391 167,426 191,425
9 184,391 214,387 193,425 220,424
1 217,387 253,383 223,424 255,423
plate 66,395 262,362 90,434 263,433
19 277,298 293,296 269,331 285,331
18 294,295 312,293 286,331 305,330
30 313,293 332,291 306,330 326,329
4 342,289 364,287 335,329 359,328
7 366,286 391,283 361,328 386,327
4 394,283 422,279 390,327 419,326
4 424,279 456,275 421,326 455,325
plate 278,286 466,255 265,341 465,340
