16 8,373 24,372 0,405 15,405
13 25,371 42,369 17,405 34,404
29 43,369 60,367 35,404 54,403
6 70,366 90,364 63,403 84,402
1 92,363 115,360 86,402 110,402
4 117,360 142,357 113,401 139,401
0 146,357 174,353 143,401 173,400
plate 10,362 182,335 -3,415 182,413
30 154,103 186,107 148,176 181,177
23 189,107 218,110 185,177 215,178
11 221,111 248,114 217,178 245,179
7 259,115 284,118 257,179 282,180
8 286,118 309,121 285,180 308,180
8 311,121 332,123 310,180 331,181
8 334,124 354,126 334,181 354,182
plate 153,74 359,105 142,196 359,197
