10 271,389 282,387 255,415 266,414
32 284,387 297,384 267,414 281,413
18 298,384 312,381 282,413 297,412
5 320,380 338,376 306,412 324,411
1 340,376 362,372 326,411 350,409
2 364,371 389,367 353,409 381,408
8 393,366 424,360 385,407 421,405
plate 276,380 434,343 249,423 432,421
10 36,40 60,39 55,84 77,84
17 63,38 89,37 80,84 104,83
13 91,37 118,36 106,83 131,83
1 130,35 159,33 142,83 169,83
0 162,33 193,32 172,83 200,82
0 195,32 227,30 202,82 231,82
3 231,30 264,28 235,82 266,82
plate 25,20 274,3 57,95 274,95
