13 62,352 75,351 66,378 79,378
10 77,351 91,350 81,378 95,378
18 92,350 107,349 96,378 111,377
8 114,349 130,348 117,377 132,377
7 132,347 148,346 134,377 150,377
0 151,346 169,345 153,377 171,376
9 171,345 191,344 172,376 191,376
plate 58,341 196,330 66,385 196,384
16 147,141 160,142 139,175 153,176
19 162,142 175,143 156,176 170,176
25 177,143 190,144 172,176 186,176
1 196,145 208,145 192,176 205,176
1 209,146 221,146 206,176 219,177
6 222,146 234,147 220,177 233,177
7 235,147 246,148 234,177 245,177
plate 147,130 249,138 134,186 249,186
