33 66,37 88,35 76,79 98,79
24 91,35 115,33 100,79 123,78
27 116,33 141,32 125,78 149,78
5 153,31 181,29 160,78 186,77
1 184,29 213,27 189,77 217,77
7 215,27 247,24 219,77 249,76
1 250,24 284,22 253,76 284,76
plate 60,19 293,-1 76,90 293,89
27 223,299 242,297 213,341 233,341
19 245,297 265,295 235,341 257,340
25 267,295 289,293 259,340 282,340
0 300,292 324,290 293,340 318,339
6 327,290 353,288 321,339 348,338
5 355,287 382,285 350,338 380,338
3 386,285 416,282 383,338 415,337
plate 225,283 424,261 208,354 424,353
