20 83,284 98,285 90,313 104,313
14 99,285 113,286 105,313 118,314
32 116,286 129,287 120,314 133,314
8 135,287 148,287 138,314 150,314
9 149,288 161,288 151,314 163,314
1 163,288 176,289 165,314 176,314
7 176,289 188,289 177,314 188,314
plate 79,272 191,279 91,321 191,321
31 228,307 241,305 209,339 223,338
17 243,304 259,302 224,338 240,337
30 260,301 277,298 242,337 260,336
8 286,297 308,293 270,336 292,335
9 310,292 335,288 295,334 323,333
3 337,288 367,282 325,333 358,331
3 370,282 406,275 362,331 403,329
plate 233,296 417,256 201,349 415,347
