27 73,389 82,388 80,406 89,406
29 84,388 95,386 90,406 101,406
10 96,386 108,384 102,406 115,405
5 115,383 129,381 121,405 135,405
9 131,381 149,378 137,404 153,404
8 151,378 173,375 156,404 176,403
9 175,375 202,371 178,403 203,402
plate 69,382 209,356 81,411 210,410
12 339,136 352,138 341,167 354,168
26 354,138 367,140 356,168 369,168
18 369,140 380,142 370,168 381,169
1 385,142 395,144 386,169 396,169
4 396,144 406,145 397,169 407,169
8 407,145 416,146 408,169 416,170
1 416,147 425,148 417,170 425,170
plate 336,124 426,140 340,174 427,175
