27 58,183 76,185 54,226 73,226
13 78,185 96,187 75,227 93,227
20 97,187 113,189 94,227 111,228
3 120,190 134,191 118,228 133,228
3 136,192 149,193 135,228 148,229
3 151,193 164,195 150,229 163,229
6 165,195 177,196 164,229 177,229
plate 58,167 180,184 50,238 180,239
14 80,314 102,316 91,359 111,359
17 105,316 126,319 113,359 133,360
11 127,319 146,321 134,360 151,360
8 154,322 170,323 159,360 174,361
5 172,324 187,325 176,361 190,361
3 189,325 204,327 191,361 205,362
6 205,327 219,329 206,362 219,362
plate 72,293 222,315 91,370 222,370
