18 76,93 97,92 64,141 86,141
18 100,92 122,91 89,141 112,140
28 123,91 146,90 114,140 138,140
8 157,89 181,88 149,140 174,139
5 184,88 209,86 177,139 204,139
3 211,86 236,85 206,139 234,139
9 240,85 267,83 237,139 266,138
plate 79,76 274,63 58,155 274,155
16 201,263 211,262 208,282 218,281
28 212,261 224,260 220,281 231,281
22 225,260 239,258 232,281 245,281
3 245,257 260,255 251,280 266,280
8 262,255 280,253 268,280 284,280
7 282,253 304,250 287,279 307,279
3 305,250 331,247 308,279 332,278
plate 196,255 338,231 209,287 339,286
