19 40,228 72,233 46,296 77,297
23 75,233 104,237 79,297 108,298
15 106,238 131,241 110,298 134,299
9 143,243 165,246 145,300 167,300
2 167,246 188,249 169,300 189,301
8 190,250 208,252 191,301 209,302
4 211,252 227,255 211,302 228,302
plate 34,199 232,236 44,314 232,315
16 143,402 161,400 157,432 174,432
15 162,400 181,399 175,432 193,431
29 183,399 203,397 195,431 214,431
5 212,396 235,394 222,431 243,430
2 237,394 262,392 245,430 268,430
2 264,392 292,390 271,430 296,429
9 294,390 324,387 298,429 325,429
plate 136,389 332,367 159,440 332,439
