31 22,288 58,293 37,361 69,362
16 60,293 93,298 72,362 102,363
32 96,298 125,302 105,363 131,364
6 137,303 163,306 143,364 168,365
3 165,307 188,310 169,365 191,366
2 191,310 212,313 194,366 214,366
7 214,313 234,315 215,366 234,367
plate 11,256 239,295 36,379 239,380
23 101,41 139,46 117,119 151,120
28 143,47 177,51 155,120 187,121
25 180,51 211,55 189,121 218,122
5 224,57 252,60 231,122 256,123
1 255,61 280,64 259,123 283,124
2 282,64 305,67 285,124 306,125
4 307,67 329,70 309,125 329,125
plate 89,6 334,47 116,138 334,139
