17 47,51 65,49 57,83 74,83
18 67,49 86,47 76,83 94,82
17 88,47 108,45 96,82 116,82
2 119,44 142,42 126,82 148,81
7 144,42 170,40 150,81 175,81
2 173,39 200,37 177,81 203,80
8 204,36 235,34 207,80 236,79
plate 41,37 244,12 58,92 245,91
24 241,227 264,230 245,275 267,275
12 265,230 287,232 269,276 290,276
27 288,232 309,234 291,276 310,277
5 317,235 334,237 319,277 335,277
4 336,237 352,239 337,277 353,278
9 354,239 369,241 355,278 369,278
0 370,241 384,242 371,278 385,278
plate 236,206 388,227 243,288 388,288
