28 20,286 51,290 12,358 44,360
18 53,291 82,295 47,360 77,361
17 84,296 109,299 79,361 105,362
7 119,301 142,305 116,363 140,364
8 144,305 164,308 141,364 162,365
1 166,309 184,311 165,365 183,365
2 186,312 202,314 185,365 202,366
plate 19,258 207,296 5,379 207,381
33 294,76 310,78 291,115 307,116
17 312,79 327,80 310,116 325,116
11 329,81 344,82 327,116 342,117
4 349,83 363,85 348,117 362,117
3 363,85 376,86 363,117 375,118
5 377,86 388,88 376,118 388,118
5 389,88 399,89 389,118 399,118
plate 293,62 402,79 287,126 402,127
