19 192,346 204,347 184,375 198,375
33 205,347 217,348 199,375 212,376
11 219,348 230,348 214,376 226,376
9 234,349 245,349 231,376 242,376
0 246,349 256,350 243,376 254,376
9 258,350 268,351 256,376 267,377
9 269,351 278,352 268,377 278,377
plate 193,336 281,342 181,384 280,384
21 66,236 78,235 74,260 86,260
27 80,235 94,234 87,260 101,259
13 95,234 110,233 102,259 116,259
0 117,232 133,231 123,259 138,259
4 135,231 152,229 140,259 156,258
9 155,229 175,227 159,258 177,258
5 176,227 198,226 179,258 199,258
plate 61,226 204,211 74,266 204,266
