22 202,348 225,350 191,401 215,401
25 227,350 248,352 218,402 241,402
27 250,352 270,354 243,402 265,403
9 279,355 298,356 273,403 294,403
1 299,357 317,358 295,403 314,404
4 319,358 336,360 316,404 334,404
0 337,360 353,361 336,404 353,405
plate 204,329 357,346 185,417 357,418
26 35,97 66,100 43,159 73,160
29 69,100 97,103 75,160 102,161
14 99,103 124,106 104,161 128,161
8 136,107 159,109 140,161 162,162
7 161,110 183,112 164,162 185,163
1 185,112 205,114 187,163 206,163
3 207,114 226,116 208,163 226,164
plate 29,70 230,97 43,175 231,176
