30 29,137 54,140 34,192 58,193
13 57,140 80,143 61,193 83,194
22 82,143 104,146 85,194 106,194
7 112,147 131,149 114,194 133,195
0 133,149 151,151 135,195 152,195
8 153,151 170,153 154,195 170,196
4 172,153 187,155 172,196 187,196
plate 24,116 191,140 33,205 191,206
11 297,236 310,237 304,264 316,264
19 311,237 325,238 318,264 330,264
11 326,238 338,239 331,264 342,264
4 344,240 355,240 347,264 357,264
2 356,241 367,241 358,264 369,265
4 368,241 378,242 370,265 379,265
7 379,242 389,243 380,265 389,265
plate 292,225 391,234 304,269 391,270
