10 44,187 69,189 29,247 56,248
15 71,189 96,191 58,248 85,248
29 97,191 120,192 87,248 111,249
3 130,193 152,195 122,249 146,249
1 154,195 174,196 148,249 170,250
7 176,196 196,198 173,250 194,250
5 197,198 216,199 195,250 215,251
plate 47,166 221,181 20,266 221,266
22 109,321 133,320 118,369 141,369
28 136,320 162,319 144,369 168,369
19 164,319 190,318 170,369 195,368
9 202,318 229,317 207,368 234,368
3 232,316 261,315 237,368 264,368
4 263,315 292,314 266,368 294,367
3 296,314 326,313 297,367 327,367
plate 103,301 334,289 117,381 335,381
