32 235,323 266,327 245,385 274,386
32 268,328 296,331 276,386 302,387
15 298,332 323,335 304,387 328,388
5 333,336 355,339 337,388 358,389
5 357,339 377,342 360,389 379,389
9 378,342 397,345 380,389 398,390
9 398,345 415,347 399,390 415,391
plate 227,296 419,330 245,401 419,402
31 45,397 69,398 55,444 78,444
32 72,398 95,399 80,444 102,444
25 98,399 121,399 104,444 126,444
7 131,400 153,400 136,445 157,445
2 155,400 177,401 159,445 180,445
5 179,401 201,402 182,445 202,445
2 203,402 223,402 204,445 224,445
plate 38,377 228,384 55,456 229,456
