20 297,44 316,42 308,79 327,79
30 318,42 339,40 328,79 349,79
14 341,40 363,38 351,79 372,78
1 374,37 400,35 383,78 408,77
6 403,35 430,32 410,77 436,77
4 434,32 464,29 439,77 468,76
6 467,29 500,26 470,76 501,76
plate 290,29 511,3 309,89 511,88
12 69,171 85,170 60,205 76,205
17 86,170 103,169 78,205 96,205
13 105,168 123,167 97,205 116,204
7 131,166 150,165 124,204 145,204
6 152,165 172,163 147,204 169,203
7 174,163 196,161 171,203 194,203
0 199,161 222,159 196,203 221,202
plate 71,159 228,143 56,216 228,215
