12 68,389 88,388 74,426 94,426
18 90,388 111,386 95,426 116,426
21 112,386 134,385 118,426 138,425
6 145,384 167,383 149,425 171,425
8 170,383 195,381 173,425 197,425
9 197,381 223,379 200,425 224,424
8 226,379 253,378 228,424 254,424
plate 63,373 261,357 74,436 261,436
11 193,83 210,86 189,125 206,125
20 212,86 227,89 209,125 225,126
21 229,89 244,91 227,126 242,127
5 250,92 262,94 248,127 261,127
5 263,94 275,96 262,128 274,128
3 276,96 287,98 275,128 286,128
3 288,98 297,99 288,129 297,129
plate 192,68 300,89 185,136 300,137
