33 85,13 94,11 75,35 84,34
18 95,11 106,10 86,34 97,34
26 107,10 119,8 98,34 111,33
2 124,7 137,5 117,33 130,32
6 139,5 154,3 132,32 148,32
6 156,3 173,1 150,32 170,31
3 174,0 194,-1 171,31 193,30
plate 87,5 200,-13 71,41 199,40
16 15,436 35,438 21,481 41,481
27 38,439 58,441 43,481 62,482
27 59,441 78,443 63,482 81,482
3 85,444 101,446 88,482 103,483
9 103,446 117,447 105,483 119,483
8 119,447 133,449 120,483 134,483
0 134,449 148,451 135,483 148,484
plate 9,417 151,437 20,492 151,492
