19 67,201 82,199 78,226 93,226
28 84,199 100,197 94,226 110,226
12 102,197 120,195 112,225 129,225
6 129,194 150,191 137,225 158,224
0 152,191 177,188 160,224 183,224
3 179,188 208,185 185,224 212,223
1 211,184 243,181 214,223 245,222
plate 61,190 252,161 80,233 252,232
17 71,306 95,305 79,352 101,351
14 97,305 122,303 104,351 128,351
26 123,303 149,302 129,351 154,351
1 161,301 188,300 166,351 192,350
7 191,300 220,298 195,350 222,350
1 222,298 252,297 225,350 253,350
2 255,297 286,295 257,350 287,349
plate 66,287 295,271 78,364 295,363
