21 31,233 58,236 22,294 50,295
25 60,237 85,239 53,295 79,296
28 87,240 109,242 81,296 104,297
5 119,243 139,245 115,297 136,298
6 141,246 161,248 138,298 159,298
5 162,248 180,250 161,298 179,299
2 182,250 199,252 181,299 198,300
plate 32,210 203,234 17,312 203,313
13 345,404 360,405 339,441 356,442
13 362,405 378,406 358,442 375,442
12 379,406 395,407 376,442 392,442
6 402,407 416,408 399,442 414,442
5 418,408 431,408 416,442 430,442
5 433,408 447,409 432,442 447,443
9 448,409 462,410 448,443 462,443
plate 344,391 466,397 336,452 465,452
