24 55,430 72,428 62,463 79,462
23 74,428 93,426 80,462 100,462
25 95,425 116,423 101,462 122,461
6 126,422 151,419 132,461 156,460
8 153,419 181,416 158,460 184,459
4 184,416 215,412 188,459 217,459
2 217,412 252,408 220,459 253,458
plate 50,417 263,386 62,471 263,470
17 266,334 279,333 272,357 285,357
12 280,333 294,331 285,357 299,356
17 295,331 311,329 300,356 316,356
1 318,329 336,327 323,356 340,355
3 338,326 357,324 342,355 360,355
3 359,324 381,322 362,355 383,354
5 384,322 409,319 386,354 409,354
plate 262,324 417,302 272,363 417,363
