17 76,105 89,103 90,126 102,126
13 90,103 104,101 104,126 117,126
19 106,101 121,99 119,126 134,125
4 129,98 148,96 141,125 159,124
5 150,95 173,92 161,124 182,124
0 176,92 203,89 185,124 209,123
9 206,88 239,84 212,123 241,122
plate 69,96 248,65 92,131 250,130
11 301,70 312,70 308,91 319,91
19 313,70 325,69 320,91 331,90
31 327,69 339,68 333,90 344,90
2 344,68 357,67 349,90 361,90
4 358,67 372,67 362,90 375,90
4 374,67 389,66 377,90 391,90
2 390,66 405,65 392,90 406,89
plate 297,61 409,54 309,96 410,96
