15 137,416 155,415 123,458 142,458
22 156,415 176,413 143,458 165,457
12 178,413 198,412 166,457 188,457
2 207,411 230,410 198,457 222,456
9 232,409 255,408 224,456 249,456
9 257,407 282,406 252,455 278,455
6 284,406 310,404 280,455 308,454
plate 139,402 317,385 116,471 317,470
12 49,36 74,38 61,82 83,82
28 75,38 98,40 84,82 105,83
29 99,40 120,42 106,83 126,83
4 129,42 148,44 134,83 151,84
6 150,44 167,46 153,84 169,84
0 169,46 185,47 171,84 186,84
8 187,47 202,48 188,84 203,85
plate 41,14 206,33 61,93 207,94
