15 54,215 88,219 64,287 96,288
10 91,219 123,224 99,288 129,289
29 126,224 154,228 132,289 158,290
4 166,229 191,233 170,291 194,291
0 193,233 216,236 196,292 218,292
7 218,237 239,239 220,292 240,293
4 241,239 260,242 242,293 260,294
plate 45,183 265,222 62,306 265,307
22 295,22 307,21 289,50 301,50
17 309,21 322,20 303,50 317,50
13 323,20 337,19 318,50 333,50
7 344,19 358,18 340,50 355,49
4 360,18 374,18 357,49 372,49
1 376,17 392,17 374,49 391,49
6 393,17 410,16 392,49 410,49
plate 295,11 415,3 285,59 415,58
