26 57,172 84,173 46,233 74,233
31 87,173 112,174 77,233 104,233
30 114,174 139,175 106,233 133,234
1 150,175 175,176 145,234 170,234
3 177,176 201,177 173,234 198,234
6 202,177 225,178 200,234 224,235
5 228,178 250,179 226,235 250,235
plate 58,149 256,159 39,251 256,251
24 308,328 313,328 304,341 310,340
28 314,328 321,327 311,340 317,340
24 321,327 328,326 317,340 324,340
6 331,326 339,325 328,340 336,340
4 340,324 348,324 337,339 346,339
1 349,323 359,322 347,339 358,339
9 360,322 370,321 359,339 370,338
plate 309,324 374,313 302,344 374,344
