31 52,103 71,104 58,143 76,143
31 73,104 92,106 78,143 96,143
16 93,106 111,107 97,143 114,144
5 119,107 134,108 121,144 136,144
5 136,108 151,109 138,144 153,144
0 153,110 168,111 155,144 169,144
8 169,111 184,112 170,145 184,145
plate 47,86 187,98 57,153 187,153
16 120,256 139,254 139,289 157,289
28 141,254 162,252 159,289 179,288
26 164,251 187,249 181,288 203,287
3 199,248 227,245 214,287 239,287
5 230,244 261,241 243,287 271,286
4 264,241 299,237 274,286 306,285
7 304,236 345,232 310,285 347,284
plate 110,242 357,205 141,297 358,296
