32 68,454 77,452 74,470 83,470
23 78,452 89,451 84,470 94,470
18 89,451 102,449 95,470 107,469
6 108,448 122,446 113,469 127,468
9 124,445 141,443 129,468 146,468
7 144,442 166,439 148,468 169,467
7 168,439 195,435 170,467 196,466
plate 64,447 203,419 74,475 203,474
32 222,392 251,395 231,449 258,450
20 253,395 280,397 261,450 286,450
18 282,398 306,400 288,450 311,451
4 316,401 338,403 320,451 341,452
7 340,404 360,406 343,452 362,452
7 362,406 381,408 364,452 382,453
6 383,408 401,410 384,453 401,453
plate 215,367 405,392 231,464 405,465
