33 80,32 87,31 74,48 81,48
29 88,31 96,30 82,48 90,47
25 98,29 107,28 92,47 101,47
9 111,28 121,26 106,47 117,46
6 122,26 134,24 118,46 130,46
9 136,24 149,22 133,46 147,45
2 151,22 166,20 148,45 165,44
plate 82,26 170,11 71,53 170,52
30 235,190 246,190 238,210 248,210
10 247,190 257,189 249,210 260,210
18 259,189 271,188 261,210 273,210
2 275,188 288,187 277,210 289,209
5 289,187 302,186 290,209 303,209
6 304,186 318,185 305,209 319,209
1 319,185 334,184 320,209 334,209
plate 233,182 338,173 238,216 338,215
