32 54,104 69,104 60,136 74,136
14 72,104 86,105 76,136 90,136
29 88,105 104,105 92,136 107,136
4 110,106 125,106 113,136 127,136
9 126,106 140,107 128,136 142,136
0 141,107 155,107 143,136 156,136
8 157,107 170,108 158,137 170,137
plate 50,91 174,96 59,144 174,144
23 268,183 287,182 282,218 300,218
15 288,182 310,180 302,218 322,217
20 312,179 334,177 324,217 345,217
1 345,176 372,174 355,217 380,216
8 374,174 402,171 382,216 409,215
1 406,171 437,168 412,215 441,215
7 439,168 474,165 443,215 475,214
plate 260,169 484,142 283,227 485,226
