26 211,396 245,400 218,469 251,470
18 249,400 281,404 255,470 286,471
24 283,404 313,407 288,471 316,472
2 326,408 352,411 329,472 354,473
8 355,412 379,414 357,473 381,474
1 381,414 404,417 383,474 405,474
0 407,417 428,419 407,474 428,475
plate 204,365 433,397 216,489 434,490
22 55,106 70,104 69,131 83,131
33 71,104 88,102 84,131 101,130
14 89,102 108,100 102,130 120,130
7 118,98 140,95 129,130 151,129
8 142,95 169,92 153,129 178,128
3 172,91 203,87 181,128 209,127
0 208,87 245,82 213,127 247,126
plate 47,95 256,59 71,138 257,137
