11 79,327 88,327 73,347 83,347
15 89,327 98,328 84,347 94,348
26 98,328 106,328 94,348 103,348
6 110,328 118,329 107,348 116,348
9 119,329 126,329 117,348 124,348
6 126,329 134,330 125,348 133,348
2 135,330 141,330 134,348 141,348
plate 80,319 143,323 71,354 143,354
11 335,135 361,139 345,187 369,187
13 363,139 386,142 370,187 392,188
31 387,142 409,145 393,188 413,189
6 418,146 435,148 422,189 438,189
8 437,148 454,150 440,189 456,190
7 456,151 470,153 457,190 471,190
2 472,153 486,155 473,190 486,191
plate 327,111 490,139 344,200 490,200
