12 70,267 98,271 55,334 86,336
10 100,272 125,276 89,336 116,337
24 127,277 148,280 118,337 142,339
6 158,282 177,285 153,339 173,340
3 179,286 197,289 175,340 194,341
3 198,289 214,292 196,341 212,342
5 216,292 230,295 215,342 230,343
plate 72,242 234,278 48,355 234,357
20 197,443 211,444 190,477 205,477
15 213,444 226,445 207,478 221,478
20 228,445 241,446 223,478 238,478
8 247,446 260,447 243,478 257,479
0 260,447 273,448 258,479 271,479
7 273,448 285,449 272,479 284,479
6 287,449 297,450 286,479 297,479
plate 197,431 300,440 185,488 300,488
