33 93,423 118,425 78,484 105,485
32 120,425 145,427 108,485 135,485
27 147,427 169,429 137,485 161,486
8 179,430 202,431 172,486 196,486
2 203,432 224,433 198,486 220,487
1 226,433 246,435 223,487 244,487
6 247,435 266,436 246,487 265,488
plate 95,402 271,418 70,503 271,503
15 39,152 52,153 44,178 56,178
14 54,154 66,155 58,178 69,179
20 66,155 76,157 69,179 79,179
8 81,157 90,159 83,179 92,179
6 91,159 99,160 93,179 100,180
9 100,160 108,161 101,180 108,180
4 109,161 115,162 109,180 115,180
plate 34,138 117,154 44,185 117,185
