15 28,92 56,97 22,156 51,157
21 58,97 83,102 53,157 79,158
20 85,102 107,106 81,159 104,160
0 115,107 134,111 113,160 132,161
2 136,111 153,114 134,161 152,162
7 155,114 170,117 154,162 170,163
4 172,117 186,120 171,163 186,163
plate 28,68 189,104 17,174 189,176
12 226,214 246,213 209,262 231,261
27 249,213 270,212 233,261 256,261
12 271,212 293,210 257,261 281,260
3 304,210 327,208 292,260 317,260
1 329,208 353,207 320,260 347,259
3 355,207 381,205 349,259 376,259
8 384,205 410,203 380,259 409,258
plate 230,198 417,184 201,276 417,275
