21 237,379 253,380 246,412 260,412
24 255,380 271,380 263,412 277,412
28 273,380 289,381 279,412 294,412
8 296,381 311,382 300,412 314,413
7 312,382 327,383 315,413 329,413
1 328,383 342,383 330,413 344,413
9 344,383 357,384 346,413 358,413
plate 230,365 361,372 246,420 361,420
27 49,326 57,325 40,345 48,344
27 58,325 68,323 49,344 59,344
10 69,323 80,321 60,344 71,343
4 85,320 97,318 77,343 90,342
5 99,317 114,315 92,342 108,341
1 116,314 135,311 110,341 130,340
6 136,311 159,307 132,340 157,339
plate 52,320 165,295 37,350 165,349
