21 68,227 90,226 75,268 96,268
14 91,226 114,225 98,268 120,268
18 116,225 138,224 122,268 143,267
0 149,224 172,223 154,267 176,267
2 175,223 199,222 178,267 202,267
3 202,222 226,221 204,267 228,267
3 230,221 255,220 231,267 256,266
plate 63,209 262,200 75,279 263,279
30 185,156 191,155 190,166 196,166
28 192,155 199,154 197,166 204,166
23 199,154 207,153 204,166 212,166
7 211,153 220,152 215,166 224,166
7 221,152 231,151 225,166 234,165
6 232,151 244,149 235,165 246,165
0 246,149 258,148 248,165 259,165
plate 182,151 263,138 191,169 264,169
