27 51,265 86,268 62,337 95,338
22 90,268 122,272 98,338 129,339
15 124,272 154,275 131,339 160,340
1 167,276 194,279 172,340 198,340
1 197,279 223,282 201,341 225,341
2 224,282 248,284 227,341 249,342
6 250,285 272,287 252,342 273,342
plate 42,233 278,264 61,356 278,357
10 173,136 198,139 181,184 204,185
20 199,139 222,141 205,185 226,186
27 223,141 244,144 227,186 247,186
7 252,144 270,146 255,186 272,187
5 272,147 288,148 274,187 290,187
6 290,148 305,150 292,187 306,188
0 307,150 321,152 308,188 321,188
plate 167,114 325,136 180,197 325,198
