26 109,377 119,376 99,402 110,402
32 121,376 133,375 112,402 124,402
32 134,375 146,373 125,401 139,401
7 152,373 166,371 145,401 160,401
7 167,371 182,370 162,401 177,400
1 184,370 200,368 179,400 197,400
3 201,368 219,366 199,400 218,399
plate 111,368 224,355 95,410 223,409
26 32,186 41,185 37,203 46,203
12 42,184 53,183 47,203 58,202
29 54,183 66,181 58,202 71,202
2 73,180 87,178 76,202 90,201
0 89,178 106,175 92,201 109,201
3 108,175 130,172 111,201 132,200
1 131,171 158,168 133,200 159,199
plate 29,179 165,153 37,208 166,207
