30 226,377 258,381 233,443 264,444
21 261,381 290,385 266,444 294,445
17 292,385 317,389 297,445 321,446
5 329,390 352,393 332,446 354,447
5 353,393 375,396 356,447 376,448
2 377,396 395,399 378,448 396,448
3 398,399 415,402 399,448 415,449
plate 220,348 420,382 232,461 420,462
27 72,256 85,254 64,283 78,283
21 86,254 100,253 78,283 93,282
11 101,253 116,252 94,282 109,282
5 123,251 138,250 117,282 133,281
2 140,249 157,248 135,281 153,281
2 159,248 177,246 155,281 174,280
5 179,246 198,244 177,280 198,280
plate 74,245 204,230 60,291 204,291
