20 73,386 99,387 59,447 87,447
27 102,387 127,388 90,447 117,447
14 129,388 153,389 119,447 146,447
5 164,389 188,390 157,447 183,448
6 191,390 214,391 186,448 210,448
5 216,391 238,392 212,448 236,448
3 241,392 263,393 239,448 262,449
plate 75,364 269,373 52,465 268,465
32 236,188 253,187 248,218 264,218
22 255,187 273,185 266,218 283,217
14 275,185 295,183 285,217 304,217
6 304,183 326,181 312,217 333,216
6 328,181 353,178 335,216 358,216
9 355,178 382,176 360,216 386,215
2 385,176 415,173 388,215 416,215
plate 230,176 422,154 250,226 423,225
