33 320,365 340,368 315,413 336,414
25 342,369 361,372 338,414 357,415
31 362,372 378,375 359,415 376,415
3 385,376 399,378 383,416 397,416
6 400,378 413,380 399,416 412,417
1 414,381 426,383 413,417 426,417
7 427,383 438,384 427,418 438,418
plate 320,347 441,372 311,427 441,427
23 206,25 220,28 210,58 224,58
25 222,28 236,30 225,58 239,59
26 237,30 249,32 240,59 251,59
9 255,33 265,34 256,59 266,60
4 266,34 276,36 267,60 277,60
0 277,36 285,37 278,60 286,60
1 286,37 295,38 287,60 295,61
plate 202,12 296,30 210,65 296,66
