15 56,266 82,268 51,324 78,325
20 85,268 110,270 80,325 106,325
33 112,271 134,272 108,325 131,326
5 145,273 166,275 143,326 164,327
8 168,275 188,277 166,327 187,327
2 190,277 209,279 189,327 208,328
0 211,279 229,280 211,328 229,328
plate 56,243 234,262 47,341 234,342
29 298,211 325,214 289,273 318,274
30 328,214 353,217 320,274 347,275
30 355,217 377,220 349,275 372,275
3 387,221 407,224 383,276 404,276
0 409,224 428,226 406,276 426,277
6 430,226 447,228 428,277 446,278
0 450,229 466,231 449,278 466,278
plate 300,187 470,213 284,291 470,292
