32 74,414 90,415 69,453 86,453
31 92,415 109,416 88,453 105,453
22 110,416 125,417 106,453 123,454
3 132,418 146,419 130,454 144,454
9 148,419 162,420 146,454 160,454
9 163,420 177,421 162,454 176,454
4 178,421 191,421 177,454 191,455
plate 73,400 195,409 65,464 194,464
24 225,404 238,402 240,425 253,425
16 240,402 254,400 254,425 269,424
14 256,400 273,397 270,424 287,424
7 281,396 303,394 294,424 314,423
2 305,393 330,390 316,423 340,422
4 333,390 363,386 342,422 370,421
4 366,385 404,380 373,421 406,420
plate 217,394 413,359 242,431 415,430
