15 73,249 83,250 68,272 79,272
29 84,250 94,251 80,272 90,272
13 94,251 102,252 90,272 100,273
7 106,252 114,253 104,273 112,273
6 115,253 122,254 113,273 120,273
8 122,254 129,255 121,273 129,273
9 130,255 136,255 130,273 136,274
plate 75,240 138,248 65,279 138,279
10 315,329 329,331 309,362 325,363
17 330,331 343,332 326,363 340,364
33 345,333 357,334 342,364 355,364
9 362,335 373,336 360,364 371,365
8 374,337 384,338 372,365 383,365
6 385,338 394,339 384,365 394,366
5 395,339 404,341 395,366 404,366
plate 316,316 406,331 306,373 406,374
