11 35,123 66,126 49,184 78,185
14 69,126 98,129 81,185 108,186
25 101,129 127,131 110,186 134,186
4 139,132 163,135 146,186 168,187
6 165,135 188,137 170,187 191,187
4 190,137 211,139 193,187 212,188
6 213,139 233,141 215,188 233,188
plate 25,95 238,121 50,200 238,200
32 94,297 124,298 100,358 129,358
18 127,298 156,299 132,358 160,358
28 158,299 186,300 162,358 189,359
9 198,300 225,301 202,359 228,359
8 228,302 254,303 231,359 256,359
2 256,303 282,304 258,359 283,359
4 285,304 309,305 285,359 310,360
plate 88,271 316,282 99,374 316,374
