14 192,337 229,343 198,418 234,419
20 233,344 266,348 237,419 269,420
25 268,349 298,353 272,420 300,421
4 310,355 336,359 313,422 338,423
9 339,359 362,363 341,423 363,424
4 364,363 386,366 365,424 386,425
3 388,367 407,370 388,425 408,425
plate 185,303 412,348 195,439 413,440
28 68,116 81,117 75,143 87,144
13 83,117 96,118 88,144 101,144
31 98,118 109,119 102,144 113,144
6 115,120 126,120 118,144 128,144
9 127,120 138,121 129,144 139,145
6 139,121 149,122 140,145 149,145
5 149,122 160,123 150,145 160,145
plate 64,105 161,114 75,149 161,150
