23 76,87 88,85 65,113 77,112
12 89,85 103,83 78,112 92,111
10 104,82 119,80 93,111 109,110
3 127,78 146,75 117,110 137,109
4 148,75 171,70 139,109 163,108
7 173,70 199,65 165,108 194,106
2 203,65 236,59 198,106 234,104
plate 79,78 246,41 61,120 245,118
17 81,327 112,328 94,388 122,388
15 115,328 145,329 126,388 154,388
30 147,329 176,330 156,388 183,388
2 189,330 217,331 196,388 222,389
8 220,331 247,332 225,389 250,389
7 249,332 276,333 252,389 277,389
3 279,333 304,334 280,389 305,389
plate 72,300 311,311 93,403 311,403
