11 56,211 85,217 41,282 73,283
23 87,217 112,222 75,283 103,285
29 114,223 136,227 106,285 129,286
6 146,229 164,233 140,287 160,288
8 166,233 183,236 162,288 181,289
0 185,237 200,240 182,289 198,290
4 202,240 215,243 200,290 215,291
plate 59,186 219,226 33,303 219,305
30 224,453 234,452 228,473 238,473
31 235,452 246,451 240,473 250,473
10 248,451 261,450 252,473 264,472
8 266,449 281,448 270,472 284,472
6 282,448 298,446 285,472 300,471
7 299,446 316,444 301,471 318,471
9 319,444 337,442 320,471 337,471
plate 220,445 343,430 228,478 343,478
