31 310,142 320,141 305,164 316,164
22 321,141 332,141 317,164 328,164
18 333,141 344,140 329,164 341,164
7 349,140 360,140 346,164 357,164
9 361,140 372,139 358,164 370,164
3 374,139 386,139 372,164 385,163
5 387,139 399,138 386,163 399,163
plate 311,133 402,129 303,171 402,171
18 12,247 28,250 9,284 26,285
13 30,250 44,252 27,285 42,286
16 46,253 59,255 44,286 58,286
0 64,256 75,258 63,287 74,287
9 76,258 86,260 75,287 85,288
4 87,260 96,262 87,288 96,288
0 97,262 105,263 97,288 105,289
plate 12,232 107,254 7,295 107,296
