24 49,356 71,354 61,398 82,397
28 73,354 97,352 85,397 107,397
25 99,352 124,351 109,397 133,396
6 136,350 164,348 145,396 171,396
0 167,348 197,345 174,396 202,395
9 199,345 231,343 204,395 234,395
3 235,343 269,340 238,395 270,394
plate 41,338 278,316 62,408 279,408
21 358,291 375,293 362,326 378,326
33 376,293 391,295 379,326 394,327
26 394,295 407,297 396,327 409,327
3 413,298 425,299 414,327 426,328
1 426,299 437,301 427,328 438,328
2 439,301 449,302 440,328 450,328
1 450,302 460,303 451,328 460,329
plate 355,276 462,293 362,335 462,336
