27 293,282 303,281 297,303 307,303
25 305,281 316,280 308,303 319,303
17 318,280 331,279 321,303 333,302
1 336,279 351,277 339,302 353,302
1 352,277 367,276 354,302 369,302
1 368,276 385,274 370,302 386,301
1 388,274 405,273 389,301 405,301
plate 290,274 411,261 296,309 411,308
17 87,297 95,296 78,315 86,315
32 96,295 106,294 87,315 97,314
30 106,294 117,292 98,314 109,314
1 122,291 135,288 114,313 127,313
5 137,288 151,285 129,312 145,312
0 153,285 172,282 147,312 168,310
5 174,281 197,277 169,310 195,309
plate 90,291 203,265 75,321 202,319
