31 63,182 81,185 56,227 75,227
26 83,185 101,187 78,228 96,228
22 102,187 118,190 97,228 114,229
2 124,190 138,192 121,229 135,229
4 139,192 152,194 137,230 150,230
3 154,194 166,196 152,230 165,231
3 167,196 178,197 166,231 178,231
plate 64,166 181,186 51,240 181,241
17 325,143 333,143 317,162 325,161
29 333,142 342,141 326,161 335,161
19 343,141 353,140 336,161 346,161
6 357,140 367,139 351,160 362,160
2 368,139 379,137 363,160 375,160
5 381,137 394,136 378,160 392,159
4 395,135 409,134 393,159 408,158
plate 327,137 413,125 313,167 412,166
