10 35,273 57,276 44,321 65,322
23 60,277 82,280 67,322 87,323
13 83,280 102,282 88,323 106,323
4 110,284 126,286 114,324 128,324
1 128,286 142,288 130,324 144,325
6 144,288 158,290 145,325 159,325
7 159,290 171,292 159,325 171,326
plate 28,251 174,279 44,333 174,334
18 228,401 249,404 231,450 252,451
16 252,405 272,408 255,451 275,451
24 274,408 292,411 276,452 293,452
1 299,412 314,414 301,452 315,453
2 316,415 329,417 317,453 330,454
7 331,417 344,419 332,454 345,454
3 345,419 357,421 345,454 357,455
plate 223,380 360,408 229,463 360,464
