12 96,232 127,236 85,306 118,308
25 131,237 159,241 122,308 152,309
23 161,241 187,244 154,309 182,310
6 199,246 222,249 194,310 219,311
1 225,249 247,252 222,311 244,312
6 248,252 268,255 246,312 267,312
9 271,255 290,257 270,313 289,313
plate 97,204 294,237 78,328 294,329
11 229,393 236,393 227,407 234,407
28 237,393 244,392 235,407 242,406
16 244,392 252,391 242,406 250,406
0 255,391 264,390 254,406 263,406
4 265,390 273,389 264,406 272,406
3 274,389 284,388 273,406 283,406
8 285,388 295,388 285,405 295,405
plate 229,387 299,380 226,411 298,410
