12 74,93 86,91 68,119 81,119
33 87,91 101,89 82,119 96,118
20 102,89 117,87 97,118 113,118
9 124,86 141,84 120,117 137,117
4 143,84 163,81 139,117 160,116
3 165,81 187,78 162,116 185,115
2 190,78 215,74 188,115 214,114
plate 74,84 222,59 65,126 222,125
14 180,415 207,418 166,482 196,483
19 210,418 236,421 199,483 227,484
23 238,422 261,425 230,484 255,485
8 272,426 294,428 266,485 289,486
6 295,429 315,431 291,486 312,486
6 318,431 336,434 315,486 335,487
4 337,434 355,436 336,487 354,488
plate 181,390 360,418 158,502 359,503
