18 73,431 88,433 77,463 91,464
30 89,433 103,435 92,464 106,464
21 105,436 116,437 107,464 118,464
5 122,438 132,439 123,465 133,465
8 133,440 143,441 134,465 144,465
6 144,441 152,442 145,465 153,466
9 153,442 162,444 154,466 162,466
plate 70,418 163,436 77,470 163,471
13 134,46 162,50 140,106 168,106
25 165,50 191,53 170,107 195,107
19 194,53 218,56 198,107 221,108
0 227,57 249,60 230,108 251,109
6 251,60 270,63 253,109 272,110
7 272,63 290,65 273,110 291,110
6 292,65 309,67 293,110 309,111
plate 128,21 313,50 139,121 313,122
