26 24,235 54,236 30,296 59,296
14 57,236 86,237 62,296 90,296
17 88,237 116,238 92,296 119,297
8 128,238 155,239 132,297 158,297
2 158,240 184,241 161,297 186,297
5 186,241 212,242 188,297 213,297
9 215,242 239,243 215,297 240,298
plate 18,209 246,220 29,312 246,312
33 186,82 198,81 179,107 191,106
17 199,81 212,79 192,106 205,106
24 212,79 226,77 206,106 220,105
3 233,77 248,75 227,105 243,105
8 250,74 267,72 245,104 263,104
5 270,72 289,70 266,104 286,103
4 291,70 313,67 289,103 312,102
plate 188,73 319,53 175,114 319,113
