27 81,83 98,81 74,118 90,117
11 100,81 118,78 92,117 111,116
25 119,78 139,75 112,116 133,116
2 149,74 173,71 143,115 167,114
2 176,70 203,67 170,114 198,113
0 205,66 236,62 201,113 233,112
0 239,62 275,57 237,112 274,111
plate 82,70 286,35 70,128 285,126
33 208,191 238,192 214,253 243,254
29 242,193 271,194 247,254 275,254
10 273,194 301,195 277,254 304,254
0 313,196 340,197 317,254 343,255
4 343,197 369,198 346,255 371,255
9 371,198 396,199 373,255 397,255
3 399,199 423,200 400,255 424,256
plate 202,165 430,178 213,270 430,270
