27 83,286 94,285 87,306 97,306
28 95,285 106,284 98,306 109,306
31 108,284 119,284 111,306 122,306
1 124,283 137,283 127,305 139,305
1 138,283 151,282 140,305 153,305
5 153,282 167,281 155,305 168,305
7 169,281 183,280 169,305 184,305
plate 81,277 187,269 87,311 187,311
30 173,406 210,412 179,487 215,488
21 214,413 247,417 218,488 250,489
24 249,418 279,422 253,489 281,490
2 291,424 317,428 294,491 319,492
6 320,428 343,432 322,492 344,493
6 345,432 367,435 346,493 367,494
2 369,436 388,439 369,494 389,494
plate 166,372 393,417 176,508 394,509
